season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,comfort_index,is_weekend,quarter,is_warm_season,is_bad_weather,temp_yr,day_of_year,cnt
3,0,7,1,3,0,2,1.2146652448783783,1.1231236616016922,0.10123897606858527,-1.4796607468386394,29.4743885,0,3,1,0,0.0,185,6043
3,0,7,0,4,1,1,1.320883701106382,1.3073564424715776,-0.22049540206241883,-0.8918741433074477,30.3181385,0,3,1,0,0.0,186,4665
3,0,7,0,5,1,1,1.179257322494773,1.2435741611995579,0.8152590014382255,-0.5817618020114685,29.1483335,0,3,1,0,0.0,187,4629
3,0,7,0,6,0,1,1.3385850068367788,1.2509503839192928,0.19154812267112592,-0.45946268311815064,30.424375,1,3,1,0,0.0,188,4592
3,0,7,0,0,0,2,1.1217240956788748,1.1533077846212203,0.9140416155574381,0.4059509274343413,28.6968885,1,3,1,0,0.0,189,4040
3,0,7,0,1,1,1,1.2500678563391716,1.115622317171849,-0.09349498964228563,-0.34510506545167124,29.7620695,0,3,1,0,0.0,190,5336
3,0,7,0,2,1,1,1.3253076998082784,1.269742473142268,-0.30234462785894606,-0.14087065621467054,30.3583335,0,3,1,0,0.0,191,4881
3,0,7,0,3,1,1,1.404971541979281,1.5067527829712906,0.0871233035627957,1.156888782285574,30.9445835,0,3,1,0,0.0,192,4086
3,0,7,0,4,1,1,1.5731525346478912,1.5631826742302626,-0.43216275609597415,0.0794305257523314,32.2812635,0,3,1,0,0.0,193,4258
3,0,7,0,5,1,1,1.320883701106382,1.2660424454290569,0.0589055052618742,-0.6309859831695607,30.2975135,0,3,1,0,0.0,194,4342
3,0,7,0,6,0,1,0.9712444087406619,0.942513452148283,-0.9937890599167838,0.6099096812568566,27.676028,1,3,1,0,0.0,195,5084
3,0,7,0,0,0,1,0.8783032595411588,0.8785643419294518,-0.21485319707330028,-0.1492453302357008,26.901028,1,3,1,0,0.0,196,5538
3,0,7,0,1,1,1,1.0022283324223706,0.9613353322546179,-0.2571866678800113,0.18559723967410402,27.860847,0,3,1,0,0.0,197,5923
3,0,7,0,2,1,1,1.1748333237928767,1.149434969784526,-0.12736176628765447,0.6672197545731848,29.1837635,0,3,1,0,0.0,198,5302
3,0,7,0,3,1,1,1.320883701106382,1.3525611288808086,0.19154812267112592,0.2835467969545527,30.287722000000002,0,3,1,0,0.0,199,4458
3,0,7,0,4,1,1,1.4802113854483878,1.6120635556460174,0.18590591768200787,-0.8348791047505318,31.518138500000003,0,3,1,0,0.0,200,4541
3,0,7,0,5,1,1,1.4359501547381786,1.6083158625194316,0.5697248707593013,-1.0551802867175337,31.148111500000002,0,3,1,0,0.0,201,4332
3,0,7,0,6,0,2,1.6837949895777908,2.082116029640618,0.4624823358340767,0.36515392609051445,33.069375,1,3,1,0,0.0,202,3784
3,0,7,0,0,0,1,1.8608239796501933,2.1686585457990573,-0.2882289553531565,-0.8020629839784705,34.4914445,1,3,1,0,0.0,203,3387
3,0,7,0,1,1,1,1.865253289274901,1.95053565601976,-0.8329218708512818,-0.8267275803507517,34.565847,0,3,1,0,0.0,204,3285
3,0,7,0,2,1,1,1.7634588317487938,1.894183221057521,-0.48861189940847477,-0.32857886703086114,33.7545835,0,3,1,0,0.0,205,3606
3,0,7,0,3,1,1,1.3031770844531736,1.454046752132216,0.9083926372129898,-1.3572027979207844,30.098111499999998,0,3,1,0,0.0,206,3840
3,0,7,0,4,1,1,1.4536567713913866,1.311175633718226,-0.5563454526992124,0.07948303154556673,31.3679305,0,3,1,0,0.0,207,4590
3,0,7,0,5,1,1,1.4713580771217833,1.2735676225655876,-1.4904995262637508,-0.1409756678011412,31.573541499999997,0,3,1,0,0.0,208,4656
3,0,7,0,6,0,1,1.493488692476888,1.566906534650161,-0.26847785121357726,-0.20639788617232266,31.6541805,1,3,1,0,0.0,209,4390
3,0,7,0,0,0,1,1.8077147515361918,1.8413818593916973,-0.5450542693656466,-0.2633797982809298,34.100403,1,3,1,0,0.0,210,3846
3,0,7,0,1,1,1,1.6262617627618925,1.4992037731280725,-1.0643471023797453,-0.3369010352586561,32.7379305,0,3,1,0,0.0,211,4475
3,0,7,0,2,1,1,1.6351097601656852,1.5067051175579158,-0.9627467724436387,-0.3857839287607184,32.7987365,0,3,1,0,0.0,212,4302
3,0,8,0,3,1,1,1.4536567713913866,1.3487896030475357,-0.48861189940847477,-0.492055654268962,31.3629305,0,3,1,0,0.0,213,4266
3,0,8,0,4,1,1,1.515613996909181,1.3713055526904092,-0.8921887299806773,0.1528861304885133,31.871028,0,3,1,0,0.0,214,4845
3,0,8,0,5,1,2,1.241219858935379,1.209636386876772,0.233881593477837,-0.7694700128276591,29.669597,0,3,1,0,0.0,215,3574
3,0,8,0,6,0,2,1.1261480943807711,1.1193759684751066,0.911217126385214,0.038686030201739885,28.73125,1,3,1,0,0.0,216,4576
3,0,8,0,0,0,1,1.1305720930826675,1.0703937980559304,0.05325652691742685,-0.12479075703636057,28.828736499999998,1,3,1,0,0.0,217,4866
3,0,8,0,1,1,2,1.1615560167643764,1.1870966045272104,0.8942837380625296,0.4469185726061825,29.005847,0,3,1,0,0.0,218,4294
3,0,8,0,2,1,1,1.2987530857512772,1.4202877231095852,0.8801748389120693,0.09561543651711203,30.066041499999997,0,3,1,0,0.0,219,3785
3,0,8,0,3,1,1,1.4182488490077814,1.348735979457489,-0.20921099208418176,-0.02661805013466216,31.068958499999997,0,3,1,0,0.0,220,4326
3,0,8,0,4,1,1,1.4713580771217833,1.4728924649452377,-0.3559625086438942,-0.5655112590051439,31.4897915,0,3,1,0,0.0,221,4602
3,0,8,0,5,1,1,1.4271021573343858,1.2397013463628637,-1.3465657255209331,0.07948303154556673,31.221263500000003,0,3,1,0,0.0,222,4780
3,0,8,0,6,0,1,1.1659800154662727,1.0403288385698388,-1.3493902146931567,-0.3860070783819684,29.205625,1,3,1,0,0.0,223,4792
3,0,8,0,0,0,1,1.117294786054167,1.055349401959541,-1.4086570738225523,-0.900235690880169,28.834153,1,3,1,0,0.0,224,4905
3,0,8,0,1,1,2,0.997799022797663,1.0065876840772234,0.7221253656634612,0.22644674681116583,27.7543615,0,3,1,0,0.0,225,4150
3,0,8,0,2,1,2,0.9491191043083688,0.878665630932873,1.3176184461296403,0.37318731245551523,27.334597,0,3,1,0,0.0,226,3820
3,0,8,0,3,1,1,0.8915805665696592,0.8296834605136972,0.6035916474046702,0.19363062603910444,26.9431115,0,3,1,0,0.0,227,4338
3,0,8,0,4,1,1,1.0774628649686657,1.0064625623671142,-0.30234462785894606,0.5529671484931757,28.4449865,0,3,1,0,0.0,228,4725
3,0,8,0,5,1,1,1.1969586282251699,1.1305952151481764,-0.32209573199852537,-0.6633558046991219,29.368944499999998,0,3,1,0,0.0,229,4694
3,0,8,0,6,0,1,1.1350014027073752,1.1043017814953577,0.2141237159829284,0.5119995033213345,28.851055499999998,1,3,1,0,0.0,230,3805
3,0,8,0,0,0,2,0.9933750240957667,0.9312942054752131,0.6769741790398562,-0.7205739928772878,27.7235415,1,3,1,0,0.0,231,4153
3,0,8,0,1,1,1,1.059761559238269,1.0252844424734495,0.34677310674750994,-1.177912578405043,28.2604165,0,3,1,0,0.0,232,5191
3,0,8,0,2,1,1,1.1305720930826675,1.1833489114006246,0.9958840679986362,0.7160632687303204,28.759152999999998,0,3,1,0,0.0,233,3873
3,0,8,0,3,1,1,1.0287829464793714,0.9612817086645712,-1.036122530723495,1.0835513155841716,28.123347,0,3,1,0,0.0,234,4758
3,0,8,0,4,1,1,0.7588074962846543,0.7695058761281387,-1.1348983714873777,-0.622716320735001,26.0464445,0,3,1,0,0.0,235,5895
3,0,8,0,5,1,1,0.9314124876551607,0.9162259766721363,-0.12171956129853594,0.7732158246669424,27.304153000000003,0,3,1,0,0.0,236,5130
3,0,8,0,6,0,2,0.9889510253938704,1.0065638513705362,1.0071752513322025,0.218295222411386,27.6650135,1,3,1,0,0.0,237,3542
3,0,8,0,0,0,1,1.0730388662667694,1.0892573853989675,0.9366172088692406,-1.4470638377533354,28.319375,1,3,1,0,0.0,238,4661
3,0,8,0,1,1,2,0.9668204100387655,0.9452065480039535,1.5377524943245378,2.3813238805327255,27.455,0,3,1,0,0.0,239,1115
3,0,8,0,2,1,1,1.1105286703924435,1.019105813264754,-0.41456557895104057,1.4498973614351554,28.7085365,0,3,1,0,0.0,240,4334
3,0,8,0,3,1,1,0.7366821918523613,0.7807727882145835,-0.4632118169244481,-0.4512586529251351,25.8260555,0,3,1,0,0.0,241,4634
3,0,8,0,4,1,1,0.7499594988808616,0.7018031146060497,-0.5055452877311591,-0.9082822036934785,25.9316805,0,3,1,0,0.0,242,5204
3,0,8,0,5,1,1,0.842900648080365,0.7996185010276052,-0.16969523709436554,-1.4553229990292478,26.6243885,0,3,1,0,0.0,243,5058
3,0,9,0,6,0,1,0.834047339753761,0.8222595723805878,0.10970567022992747,-0.6879153894849325,26.5354165,1,3,1,0,0.0,244,5115
3,0,9,0,0,0,2,0.7720848033131551,0.7620045316982956,0.7051919773407768,-0.712422468477508,26.0131115,1,3,1,0,0.0,245,4727
3,0,9,0,1,1,1,0.9092871832228673,0.9312465400618385,0.6346407082331451,-0.11653422105011008,27.0775135,0,3,1,0,0.0,246,4484
3,0,9,0,2,1,1,1.1217240956788748,1.1231951597217542,0.8067923072768833,0.16098514909505815,28.7048055,0,3,1,0,0.0,247,4940
3,0,9,1,3,0,2,0.9314124876551607,0.8861610171860443,1.1341756637523357,0.24274979561072588,27.211444500000002,0,3,1,0,0.0,248,3351
3,0,9,0,4,1,3,0.22329121644273944,0.22810423648828487,1.7880753872211173,1.9655567567990173,21.6965215,0,3,1,1,0.0,249,2710
3,0,9,0,5,1,3,0.5375225864248545,0.4010641470950541,1.992129489864793,-1.275654737802212,24.107305500000002,0,3,1,1,0.0,250,1996
3,0,9,0,6,0,3,0.7220559104297651,0.4673905698059486,2.1444080643730303,-0.019096595253705568,25.5206505,1,3,1,1,0.0,251,1842
3,0,9,0,0,0,2,0.8074927256967598,0.607914166611235,1.862311361627766,-0.9165387396797293,26.2010415,1,3,1,0,0.0,252,3544
3,0,9,0,1,1,1,0.8606019538107617,0.7807966209212708,0.8858170439011873,-0.5328657820610972,26.683125,0,3,1,0,0.0,253,5345
3,0,9,0,2,1,1,0.825194031427157,0.7883456307644888,0.6148828307382366,-1.0389428701595178,26.429778000000002,0,3,1,0,0.0,254,5046
3,0,9,0,3,1,1,0.7774753899667263,0.7460485345711149,0.46874091615814073,-1.3820813554004996,26.072181,0,3,1,0,0.0,255,4713
3,0,9,0,4,1,1,0.8119167243986561,0.7545329781518115,0.6064161365768943,-0.6878103778984618,26.327903,0,3,1,0,0.0,256,4763
3,0,9,0,5,1,1,0.9314124876551607,0.8936325707325284,0.5019913174685636,-0.353138451816672,27.258111500000002,0,3,1,0,0.0,257,4785
3,0,9,0,6,0,2,0.4224508218702462,0.4573212512305435,0.5838405432650918,1.0099906992615193,23.322916499999998,1,3,1,0,0.0,258,3659
3,0,9,0,0,0,2,-0.15289737905717013,-0.09199880520618263,-0.22049540206241883,-0.39405359119527794,18.9406385,1,3,1,0,0.0,259,4760
3,0,9,0,1,1,2,-0.033401615800665994,0.009510650751911987,0.6459251182113812,-0.0594341709067232,19.7991805,0,3,1,0,0.0,260,4511
3,0,9,0,2,1,1,0.050686225072233415,0.08115772523075744,0.48788241831810336,-0.2063453803790873,20.46,0,3,1,0,0.0,261,4274
3,0,9,0,3,1,2,0.271976445854845,0.31434884381313194,0.4540156416727345,-0.5573597346053637,22.170847000000002,0,3,1,0,0.0,262,4539
3,0,9,0,4,1,2,0.33836298099734724,0.3294945289129426,1.7494198483580932,-0.7777265488139097,22.587722,0,3,1,0,0.0,263,3641
3,0,9,0,5,1,2,0.5153919710697497,0.43862449283431754,1.8764202607782263,-1.2837485058294333,23.945,0,3,1,0,0.0,264,4352
3,0,9,0,6,0,2,0.692420961142152,0.46501921549055736,1.8905291599286864,-0.8673670643148725,25.3106115,1,3,1,0,0.0,265,4795
4,0,9,0,0,0,2,0.5906318145388564,0.269364609940759,2.3674885221360746,-1.5205168171998555,24.489597000000003,1,3,0,0,0.0,266,2395
4,0,9,0,1,1,2,0.5773545075103556,0.5213180268627498,1.6224194359379598,-1.5202989181579292,24.442097,0,3,0,0,0.0,267,5423
4,0,9,0,2,1,2,0.7234048848238609,0.5703240299886126,1.503885717679169,-1.887893289243082,25.578347,0,3,0,0,0.0,268,5010
4,0,9,0,3,1,2,0.8030687269948634,0.6680679182901064,1.5264613109909713,-1.0960954260961397,26.1916805,0,3,0,0,0.0,269,4630
4,0,9,0,4,1,2,0.7366821918523613,0.5815730675450419,1.7776444200143438,-0.9980277307809118,25.6606385,0,3,0,0,0.0,270,4120
4,0,9,0,5,1,2,0.7278288835257573,0.5853445933783148,1.5292858001631955,-0.5982223681907346,25.610625,0,3,0,0,0.0,271,3907
4,0,9,0,6,0,1,0.6304637356243574,0.581495611248308,0.5161069899743541,-0.27985349090850453,24.933763499999998,1,3,0,0,0.0,272,4839
4,0,9,0,0,0,1,0.3516402880258476,0.40463905309815673,0.16614804018709928,0.16109016068152845,22.807097,1,3,0,0,0.0,273,5202
4,0,10,0,1,1,2,-0.46712874903928514,-0.3816376895775453,0.8858170439011873,1.287615080993158,16.433125,0,4,0,0,0.0,274,2429
4,0,10,0,2,1,2,-0.7503761953396911,-0.784088691053478,1.142642357913678,0.36504891450404414,14.2275135,0,4,0,0,0.0,275,2918
4,0,10,0,3,1,2,-0.604325818026186,-0.5056690533551855,0.9337927196970165,-1.4551589184253875,15.3704305,0,4,0,0,0.0,276,3570
4,0,10,0,4,1,1,-0.07323353688616707,-0.024176880150656804,0.5894827482542099,0.1529386362817486,19.495847,0,4,0,0,0.0,277,4456
4,0,10,0,5,1,1,0.21443790811613545,0.2992329495966802,0.16897252935932344,-0.22253029114386796,21.7476945,0,4,0,0,0.0,278,4826
4,0,10,0,6,0,1,-0.020124308772165634,0.020908642725136938,-0.014477026373310853,-0.7777265488139097,19.9504305,1,4,0,0,0.0,279,4765
4,0,10,0,0,0,1,0.06838753080263012,0.16377976113912732,0.4145066600382476,-2.255269761286308,20.6020695,1,4,0,0,0.0,280,4985
4,0,10,0,1,1,1,0.1259260685413397,0.2164381265648268,0.5302158891248144,-1.9531973695794838,21.037722,0,4,0,0,0.0,281,5409
4,0,10,0,2,1,1,0.2277152151446358,0.280434902197033,0.7080164665130009,-1.7163201086880986,21.810403,0,4,0,0,0.0,282,5511
4,0,10,1,3,0,1,0.38704289948664145,0.39329468471497797,0.750349937319712,-1.9938893593368399,23.037278,0,4,0,0,0.0,283,5117
4,0,10,0,4,1,2,0.36491759505434795,0.4121880629413748,1.2583515870002446,-0.6715598348921371,22.828971999999997,0,4,0,0,0.0,284,4563
4,0,10,0,5,1,3,0.24099252217313616,0.24310096717129973,1.9187537315849372,0.7081348939517903,21.823528,0,4,0,1,0.0,285,2416
4,0,10,0,6,0,2,0.4844133583108526,0.4461973353842229,1.8538446674664237,-0.6880335275197118,23.7075135,1,4,0,0,0.0,286,2913
4,0,10,0,0,0,2,0.2808244432586377,0.31434884381313194,0.631816219060921,0.38959537284154594,22.226028,1,4,0,0,0.0,287,3644
4,0,10,0,1,1,1,0.04626222637033708,0.12994327581976273,-0.9458133841209543,0.8385199050033447,20.5316805,0,4,0,0,0.0,288,5217
4,0,10,0,2,1,1,0.0728168404273378,0.15633204029933048,-0.9232310174538224,1.1487503843341034,20.7350135,0,4,0,0,0.0,289,5041
4,0,10,0,3,1,1,0.19231260368384193,0.20144139588181195,-0.29387793369760384,-0.2470898759296785,21.6110555,0,4,0,0,0.0,290,4570
4,0,10,0,4,1,2,0.18345929535723793,0.2729156832371743,0.5330403782970385,-1.1041419389094491,21.4816665,0,4,0,0,0.0,291,4748
4,0,10,0,5,1,3,0.23252691121176436,0.22004878162796035,1.844023302239266,0.6449835511380354,21.7636905,0,4,0,1,0.0,292,2424
4,0,10,0,6,0,1,-0.11749476759637628,-0.06191001301340332,0.08994779273501938,2.99377770572586,19.191028000000003,1,4,0,0,0.0,293,4195
4,0,10,0,0,0,1,-0.3741875998397817,-0.3176885793587137,-0.3305624261598676,0.35694989589749926,17.2404165,1,4,0,0,0.0,294,4304
4,0,10,0,1,1,1,-0.40074221389678244,-0.30639187638890997,0.04197211693918978,-1.3328086063836648,17.0079165,0,4,0,0,0.0,295,4308
4,0,10,0,2,1,1,-0.4051662125986788,-0.3252137564952444,0.8011501022877653,-1.242947566551114,16.917722,0,4,0,0,0.0,296,4381
4,0,10,0,3,1,1,-0.18388130273887898,-0.11826244797564232,1.0099929671490964,-0.9898762063811318,18.610611499999997,0,4,0,0,0.0,297,4187
4,0,10,0,4,1,1,-0.13962007202866977,-0.08067826952969159,-0.0003613538675212874,-0.3615656316309373,19.0268885,0,4,0,0,0.0,298,4687
4,0,10,0,5,1,2,-0.07323353688616707,-0.024248378270719108,0.6600407907171718,-0.5980517243627198,19.490638500000003,0,4,0,0,0.0,299,3894
4,0,10,0,6,0,2,-0.1484733803552738,-0.11838756968575083,1.2865761586564954,0.04673254301504942,18.8635415,1,4,0,0,0.0,300,2659
4,0,10,0,0,0,2,-0.8875785752494038,-0.9420101637405298,-0.25154446289089283,0.46305097757772784,13.271236499999999,1,4,0,0,0.0,301,3747
4,0,10,0,1,1,3,-1.2947457835082103,-1.4836024650338828,1.7578865425194352,2.0630600148369664,9.979597,0,4,0,1,0.0,302,627
4,0,10,0,2,1,1,-0.9495358007671983,-0.9270134330575149,0.005280851121597248,-0.2308393329233538,12.773971999999999,0,4,0,0,0.0,303,3331
4,0,10,0,3,1,1,-0.8388933458372981,-0.7200621245379129,0.5443247882752748,-1.1531954762395265,13.5883335,0,4,0,0,0.0,304,3669
4,0,11,0,4,1,1,-0.5158139784513907,-0.47562792657578123,0.41168217086602343,-0.7696275302073652,16.092277999999997,0,4,0,0,0.0,305,4068
4,0,11,0,5,1,1,-0.6397337404097911,-0.5170670453284105,0.6487496073836054,-1.4716207972494841,15.118125,0,4,0,0,0.0,306,4186
4,0,11,0,6,0,1,-0.47598205736588917,-0.42299935203344063,0.5358580941139325,-0.7532719756145698,16.3906115,1,4,0,0,0.0,307,3974
4,0,11,0,0,0,2,-0.5025366714228899,-0.4380675808365178,-0.003185843039744964,1.0182997410410048,16.225403,1,4,0,0,0.0,308,4046
4,0,11,0,1,1,1,-0.9097038796816967,-0.9119690369611255,-0.703096969258925,-0.06748068372003273,13.1337635,0,4,0,0,0.0,309,3926
4,0,11,0,2,1,1,-0.7946374260499003,-0.682555402388696,0.75599214230883,-1.3408485559728198,13.9143615,0,4,0,0,0.0,310,3649
4,0,11,0,3,1,1,-0.5467925912102878,-0.45308814422621996,0.9196838205465562,-1.798032249410531,15.815625,0,4,0,0,0.0,311,4035
4,0,11,0,4,1,1,-0.47598205736588917,-0.3853138845840687,0.668507484878514,-1.6429760787625414,16.3808195,0,4,0,0,0.0,312,4205
4,0,11,0,5,1,1,-0.520237977153287,-0.4041834301037782,0.9168593313743321,-1.7327833001570259,16.0208335,0,4,0,0,0.0,313,4109
4,0,11,0,6,0,2,-0.6264564333812906,-0.6148526408666066,1.2893938744733895,-0.06741505147848866,15.1733335,1,4,0,0,0.0,314,2933
4,0,11,1,0,0,1,-0.9229811867101974,-1.0134784929192202,-1.196989719788997,1.5813718676963415,13.067722,1,4,0,0,0.0,315,3368
4,0,11,0,1,1,1,-0.7503761953396911,-0.7088667105715303,-0.47449622690268517,0.2344276273829313,14.3468885,0,4,0,0,0.0,316,4067
4,0,11,0,2,1,1,-0.3033770659953831,-0.27625541878275606,-1.1151472673477985,1.1488028901273384,17.844986499999997,0,4,0,0,0.0,317,3717
4,0,11,0,3,1,1,0.17018198832873757,0.2841825953236187,-0.2430777687295506,1.4753232918093482,21.4364585,0,4,0,0,0.0,318,4486
4,0,11,0,4,1,2,0.17018198832873757,0.1826969720722114,0.4455489475113923,0.0712790013525512,21.385625,0,4,0,0,0.0,319,4195
4,0,11,0,5,1,3,-0.2192839141996724,-0.14852402729190473,2.0796209206504392,-0.7531144582348638,18.258347,0,4,0,1,0.0,320,1817
4,0,11,0,6,0,2,-0.8300400375106939,-0.9157405627943985,-0.3192780161816305,1.4591252545962592,13.7204305,1,4,0,0,0.0,321,3053
4,0,11,0,0,0,1,-1.1885273272802066,-1.2166284847221902,-1.4425238504679212,-0.3369535410518914,11.035847,1,4,0,0,0.0,322,3392
4,0,11,0,1,1,1,-0.8964265726531964,-0.9082213438345393,-0.818812971700821,0.3976418856548555,13.2448055,0,4,0,0,0.0,323,3663
4,0,11,0,2,1,2,-0.18388130273887898,-0.11831607156568852,0.41732437585514154,-0.10833019085709455,18.6543615,0,4,0,0,0.0,324,3520
4,0,11,0,3,1,3,-0.2679691436117779,-0.18979035892105087,1.944153814068964,-0.7370345590565539,17.892500000000002,0,4,0,1,0.0,325,2765
4,0,11,0,4,1,3,-0.43172082665567996,-0.32900911503520475,2.299754968845337,-0.9898762063811318,16.602097,0,4,0,1,0.0,326,1607
4,0,11,0,5,1,2,-0.3033770659953831,-0.27633287507948995,0.9140416155574381,1.85899624942798,17.6951945,0,4,0,0,0.0,327,2566
4,0,11,1,6,0,1,-0.6618643557648956,-0.6223003617064035,-0.4998963093867118,-0.35308594602343674,15.0320695,1,4,0,0,0.0,328,1495
4,0,11,0,0,0,1,-0.6530110474382915,-0.5734433129973363,0.14074795770307266,-1.2510426472231662,15.053125,1,4,0,0,0.0,329,2792
4,0,11,0,1,1,1,-0.6485870487363952,-0.5471320048145025,0.39757327171556317,-1.6510711594345935,15.0683195,0,4,0,0,0.0,330,3068
4,0,11,0,2,1,1,-0.20600660717117203,-0.12581145781886036,0.5104580116299059,0.19363062603910444,18.4766805,0,4,0,0,0.0,331,3071
4,0,11,0,3,1,1,0.029325693524781676,0.07868508191194494,0.8132947283927944,-0.6836361673362558,20.2710765,0,4,0,0,0.0,332,3867
4,0,11,0,4,1,2,-0.2104359167958797,-0.15217638959174082,1.4079275927321804,0.8386380430381238,18.3762365,0,4,0,0,0.0,333,2914
4,0,11,0,5,1,1,-0.918557188008301,-0.9872386828564479,-0.06527719134136413,1.010148216641225,13.018333499999999,0,4,0,0,0.0,334,3613
4,0,12,0,6,0,1,-0.9849437231508033,-1.0210036700557508,-0.6664124767966613,0.3406993528911746,12.5502085,1,4,0,0,0.0,335,3727
4,0,12,0,0,0,1,-0.9760904148241992,-0.866812015965269,0.019389750272058,-1.2266510809757085,12.5679305,1,4,0,0,0.0,336,3940
4,0,12,0,1,1,1,-1.0557542569952019,-0.9909148778629715,-0.06809490715825899,-1.2918987175843826,11.959388500000001,0,4,0,0,0.0,337,3614
4,0,12,0,2,1,1,-0.8875785752494038,-0.7615489087039171,1.035393049633123,-1.4471189688362325,13.1762365,0,4,0,0,0.0,338,3485
4,0,12,0,3,1,2,-0.5954778206223933,-0.494473639388803,1.3825275102481538,-1.7326192195531658,15.405611500000001,0,4,0,0,0.0,339,3811
4,0,12,0,4,1,3,-0.18830530144077534,-0.12223655181575774,2.2122635380596907,0.5037954731283193,18.4877085,0,4,0,1,0.0,340,2594
4,0,12,0,5,1,3,-0.46712874903928514,-0.4568120046461184,2.353379622985614,0.9447391247183526,16.3247915,0,4,0,1,0.0,341,705
4,0,12,0,6,0,1,-1.2327885579904159,-1.3106663871338007,-0.2910534445253802,0.6019156742367824,10.609153000000001,1,4,0,0,0.0,342,3322
4,0,12,0,0,0,1,-1.1000154877054111,-0.9495770481137633,0.4935246233072214,-1.4634167670564688,11.5762365,1,4,0,0,0.0,343,3620
4,0,12,0,1,1,1,-1.1841033285783102,-1.2542186213448125,-0.7821217058832285,0.5121701471493493,11.02125,0,4,0,0,0.0,344,3190
4,0,12,0,2,1,1,-1.4717800845034243,-1.3332121276600335,-0.9006554241420195,-1.6757370684517052,8.809153,0,4,0,0,0.0,345,2743
4,0,12,0,3,1,1,-1.378838935303921,-1.2316728808185795,0.3241907400803772,-1.7163201086880986,9.436236500000001,0,4,0,0,0.0,346,3310
4,0,12,0,4,1,1,-1.1442714074928089,-1.0473149782385849,-0.2233198912346425,-0.7042709440777278,11.2875,0,4,0,0,0.0,347,3523
4,0,12,0,5,1,2,-0.9583891090938024,-0.8255278098061076,0.27621506428454806,-1.7490272799391964,12.685625,0,4,0,0,0.0,348,3740
4,0,12,0,6,0,2,-0.40074221389678244,-0.3853675081741153,0.07583889358455863,0.9692462037109278,17.005416500000003,1,4,0,0,0.0,349,3709
4,0,12,0,0,0,2,-0.6530110474382915,-0.6976474638984601,-0.8300973816790581,0.8712310141889354,15.1247915,1,4,0,0,0.0,350,3577
4,0,12,0,1,1,2,-1.272620479075917,-1.3557519100095945,-0.42087834611773706,0.642725802028918,10.311236500000001,0,4,0,0,0.0,351,2739
4,0,12,0,2,1,1,-1.378838935303921,-1.3783453159492023,-0.24871997371866914,-0.32059798645909604,9.478528,0,4,0,0,0.0,352,2431
4,0,12,0,3,1,1,-1.1752500202517062,-1.1676999378930608,0.09841448689636159,-0.2796828470804898,11.024597,0,4,0,0,0.0,353,3403
4,0,12,0,4,1,2,-0.5954778206223933,-0.47940541058572583,-0.18662862541704997,-1.7409873303500412,15.5214445,0,4,0,0,0.0,354,3750
1,0,12,0,5,1,2,-0.36976360113788537,-0.2913474802925205,1.594194864281709,0.3570024016907346,17.1324865,0,4,0,0,0.0,355,2660
1,0,12,0,6,0,2,-0.3963182151948861,-0.30264418326232423,0.911217126385214,-1.928640410083335,16.977903,1,4,0,0,0.0,356,3068
1,0,12,0,0,0,1,-0.6618643557648956,-0.5922592349269992,0.42861555918870786,1.0506826890188752,14.963528,1,4,0,0,0.0,357,2209
1,0,12,0,1,1,1,-1.0380529512648051,-1.0586116812083888,-0.5450542693656466,-0.0511776349204727,12.13125,0,4,0,0,0.0,358,1011
1,0,12,0,2,1,1,-1.1852557988283843,-1.173491285618087,0.39511454373110866,-0.5133992592191104,10.925450999999999,0,4,0,0,0.0,359,754
1,0,12,1,3,0,1,-0.9358761072962768,-0.9615351086941412,-0.7857996378269154,0.5941316903896495,12.9378205,0,4,0,0,0.0,360,1317
1,0,12,0,4,1,2,-0.918557188008301,-0.8894530873182516,0.9450839030305829,-0.07551407008503316,12.94375,0,4,0,0,0.0,361,1162
1,0,12,0,5,1,1,-1.0559507611392238,-1.173413829321353,-0.8064177314486161,1.3094706174273505,12.012373499999999,0,4,0,0,0.0,362,2302
1,0,12,0,6,0,1,-1.325729707189919,-1.269233226557843,-0.3305624261598676,-0.9817378084296607,9.894569500000001,1,4,0,0,0.0,363,2423
1,0,12,0,0,0,1,-0.9893677218526996,-0.9420101637405298,0.09277228190724306,-0.7858255674204545,12.4600135,1,4,0,0,0.0,364,2999
1,0,12,0,1,1,1,-0.46712874903928514,-0.3741423033243735,-0.0483438030186797,0.34064684709793924,16.502083499999998,0,4,0,0,0.0,365,2485
1,1,1,0,2,1,1,-0.6795656614952925,-0.6035321051901157,0.47094902999541893,-0.02672306172113247,14.82375,0,1,0,0,15.17,1,2294
1,1,1,1,3,0,1,-1.1944968045202204,-1.3382765778310954,-1.636892054991022,1.778137327845621,11.004111,0,1,0,0,11.194763,2,1951
1,1,1,0,4,1,1,-1.8479686800033337,-2.089179625606098,-1.2308564964343658,2.2507682256531565,5.929375,0,1,0,0,6.15,3,2236
1,1,1,0,5,1,2,-2.073682899487842,-2.1305174553553066,-1.411481562994776,-0.12473825124312524,4.2002085,0,1,0,0,4.4075,4,2368
1,1,1,0,6,0,1,-1.2327885579904159,-1.182720501282763,-0.6692301926135561,-0.8429256175638411,10.6370695,1,1,0,0,10.899153,5,3272
