instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,comfort_index,is_weekend,quarter,is_warm_season,is_bad_weather,temp_yr
201,20-07-2018,3,0,7,0,5,1,1,31.501653,37.3425,70.7083,7.625739,644,3688,4332,31.148111500000002,0,3,1,0,0.0
202,21-07-2018,3,0,7,0,6,0,2,33.415,41.31855,69.125,14.875407,632,3152,3784,33.069375,1,3,1,0,0.0
203,22-07-2018,3,0,7,0,0,0,1,34.781653,42.0448,58.0417,8.9177,562,2825,3387,34.4914445,1,3,1,0,0.0
204,23-07-2018,3,0,7,0,1,1,1,34.815847,40.21435,50.0,8.791807,987,2298,3285,34.565847,0,3,1,0,0.0
205,24-07-2018,3,0,7,0,2,1,1,34.03,39.74145,55.0833,11.334457,1050,2556,3606,33.7545835,0,3,1,0,0.0
206,25-07-2018,3,0,7,0,3,1,1,30.476653,36.0479,75.7083,6.0841561,568,3272,3840,30.098111499999998,0,3,1,0,0.0
207,26-07-2018,3,0,7,0,4,1,1,31.638347,34.84895,54.0833,13.417286,750,3840,4590,31.3679305,0,3,1,0,0.0
208,27-07-2018,3,0,7,0,5,1,1,31.775,34.53335,40.2917,12.292021,755,3901,4656,31.573541499999997,0,3,1,0,0.0
209,28-07-2018,3,0,7,0,6,0,1,31.945847,36.995,58.3333,11.958093,606,3784,4390,31.6541805,1,3,1,0,0.0
210,29-07-2018,3,0,7,0,0,0,1,34.371653,39.29835,54.25,11.667246,670,3176,3846,34.100403,1,3,1,0,0.0
211,30-07-2018,3,0,7,0,1,1,1,32.970847,36.42685,46.5833,11.291979,1559,2916,4475,32.7379305,0,3,1,0,0.0
212,31-07-2018,3,0,7,0,2,1,1,33.039153,36.4898,48.0833,11.042471,1524,2778,4302,32.7987365,0,3,1,0,0.0
213,01-08-2018,3,0,8,0,3,1,1,31.638347,35.1646,55.0833,10.500039,729,3537,4266,31.3629305,0,3,1,0,0.0
214,02-08-2018,3,0,8,0,4,1,1,32.116653,35.35355,49.125,13.79195,801,4044,4845,31.871028,0,3,1,0,0.0
215,03-08-2018,3,0,8,0,5,1,2,29.998347,33.99685,65.75,9.084061,467,3107,3574,29.669597,0,3,1,0,0.0
216,04-08-2018,3,0,8,0,6,0,2,29.11,33.2394,75.75,13.20905,799,3777,4576,28.73125,1,3,1,0,0.0
217,05-08-2018,3,0,8,0,0,0,1,29.144153,32.82835,63.0833,12.374632,1023,3843,4866,28.828736499999998,1,3,1,0,0.0
218,06-08-2018,3,0,8,0,1,1,2,29.383347,33.8077,75.5,15.29275,1521,2773,4294,29.005847,0,3,1,0,0.0
219,07-08-2018,3,0,8,0,2,1,1,30.4425,35.7646,75.2917,13.499629,1298,2487,3785,30.066041499999997,0,3,1,0,0.0
220,08-08-2018,3,0,8,0,3,1,1,31.365,35.16415,59.2083,12.875725,846,3480,4326,31.068958499999997,0,3,1,0,0.0
221,09-08-2018,3,0,8,0,4,1,1,31.775,36.20605,57.0417,10.125107,907,3695,4602,31.4897915,0,3,1,0,0.0
222,10-08-2018,3,0,8,0,5,1,1,31.433347,34.24915,42.4167,13.417286,884,3896,4780,31.221263500000003,0,3,1,0,0.0
223,11-08-2018,3,0,8,0,6,0,1,29.4175,32.57605,42.375,11.041332,812,3980,4792,29.205625,1,3,1,0,0.0
224,12-08-2018,3,0,8,0,0,0,1,29.041653,32.7021,41.5,8.416607,1051,3854,4905,28.834153,1,3,1,0,0.0
225,13-08-2018,3,0,8,0,1,1,2,28.119153,32.2929,72.9583,14.167418,1504,2646,4150,27.7543615,0,3,1,0,0.0
226,14-08-2018,3,0,8,0,2,1,2,27.743347,31.2194,81.75,14.916411,1338,2482,3820,27.334597,0,3,1,0,0.0
227,15-08-2018,3,0,8,0,3,1,1,27.299153,30.80835,71.2083,13.999918,775,3563,4338,26.9431115,0,3,1,0,0.0
228,16-08-2018,3,0,8,0,4,1,1,28.734153,32.29185,57.8333,15.834043,721,4004,4725,28.4449865,0,3,1,0,0.0
229,17-08-2018,3,0,8,0,5,1,1,29.656653,33.33355,57.5417,9.625689,668,4026,4694,29.368944499999998,0,3,1,0,0.0
230,18-08-2018,3,0,8,0,6,0,1,29.178347,33.1129,65.4583,15.624936,639,3166,3805,28.851055499999998,1,3,1,0,0.0
231,19-08-2018,3,0,8,0,0,0,2,28.085,31.66105,72.2917,9.333636,797,3356,4153,27.7235415,1,3,1,0,0.0
232,20-08-2018,3,0,8,0,1,1,1,28.5975,32.4498,67.4167,6.999289,1914,3277,5191,28.2604165,0,3,1,0,0.0
233,21-08-2018,3,0,8,0,2,1,1,29.144153,33.77625,77.0,16.666518,1249,2624,3873,28.759152999999998,0,3,1,0,0.0
234,22-08-2018,3,0,8,0,3,1,1,28.358347,31.9127,47.0,18.54225,833,3925,4758,28.123347,0,3,1,0,0.0
235,23-08-2018,3,0,8,0,4,1,1,26.274153,30.30335,45.5417,9.833121,1281,4614,5895,26.0464445,0,3,1,0,0.0
236,24-08-2018,3,0,8,0,5,1,1,27.606653,31.5346,60.5,16.958236,949,4181,5130,27.304153000000003,0,3,1,0,0.0
237,25-08-2018,3,0,8,0,6,0,2,28.050847,32.2927,77.1667,14.125811,435,3107,3542,27.6650135,1,3,1,0,0.0
238,26-08-2018,3,0,8,0,0,0,1,28.7,32.98665,76.125,5.6254875,768,3893,4661,28.319375,1,3,1,0,0.0
239,27-08-2018,3,0,8,0,1,1,2,27.88,31.7778,85.0,25.166339,226,889,1115,27.455,0,3,1,0,0.0
240,28-08-2018,3,0,8,0,2,1,1,28.989419,32.39795,56.1765,20.412153,1415,2919,4334,28.7085365,0,3,1,0,0.0
241,29-08-2018,3,0,8,0,3,1,1,26.103347,30.3979,55.4583,10.708275,729,3905,4634,25.8260555,0,3,1,0,0.0
242,30-08-2018,3,0,8,0,4,1,1,26.205847,29.7352,54.8333,8.375536,775,4429,5204,25.9316805,0,3,1,0,0.0
243,31-08-2018,3,0,8,0,5,1,1,26.923347,30.55605,59.7917,5.5833311,688,4370,5058,26.6243885,0,3,1,0,0.0
244,01-09-2018,3,0,9,0,6,0,1,26.855,30.74605,63.9167,9.500332,783,4332,5115,26.5354165,1,3,1,0,0.0
245,02-09-2018,3,0,9,0,0,0,2,26.376653,30.2404,72.7083,9.375243,875,3852,4727,26.0131115,1,3,1,0,0.0
246,03-09-2018,3,0,9,0,1,1,1,27.435847,31.66065,71.6667,12.416775,1935,2549,4484,27.0775135,0,3,1,0,0.0
247,04-09-2018,3,0,9,0,2,1,1,29.075847,33.27145,74.2083,13.833289,2521,2419,4940,28.7048055,0,3,1,0,0.0
248,05-09-2018,3,0,9,1,3,0,2,27.606653,31.2823,79.0417,14.250632,1236,2115,3351,27.211444500000002,0,3,1,0,0.0
249,06-09-2018,3,0,9,0,4,1,3,22.14,25.76,88.6957,23.044181,204,2506,2710,21.6965215,0,3,1,1,0.0
250,07-09-2018,3,0,9,0,5,1,3,24.565847,27.21145,91.7083,6.5003936,118,1878,1996,24.107305500000002,0,3,1,1,0.0
251,08-09-2018,3,0,9,0,6,0,3,25.990433,27.76805,93.9565,12.914116,153,1689,1842,25.5206505,1,3,1,1,0.0
252,09-09-2018,3,0,9,0,0,0,2,26.65,28.9473,89.7917,8.333393,417,3127,3544,26.2010415,1,3,1,0,0.0
253,10-09-2018,3,0,9,0,1,1,1,27.06,30.3981,75.375,10.291736,1750,3595,5345,26.683125,0,3,1,0,0.0
254,11-09-2018,3,0,9,0,2,1,1,26.786653,30.46145,71.375,7.708618,1633,3413,5046,26.429778000000002,0,3,1,0,0.0
255,12-09-2018,3,0,9,0,3,1,1,26.418268,30.1065,69.2174,5.957171,690,4023,4713,26.072181,0,3,1,0,0.0
256,13-09-2018,3,0,9,0,4,1,1,26.684153,30.1777,71.25,9.500868,701,4062,4763,26.327903,0,3,1,0,0.0
257,14-09-2018,3,0,9,0,5,1,1,27.606653,31.345,69.7083,11.2091,647,4138,4785,27.258111500000002,0,3,1,0,0.0
258,15-09-2018,3,0,9,0,6,0,2,23.6775,27.68355,70.9167,18.166782,428,3231,3659,23.322916499999998,1,3,1,0,0.0
259,16-09-2018,3,0,9,0,0,0,2,19.235847,23.07375,59.0417,11.000261,742,4018,4760,18.9406385,1,3,1,0,0.0
260,17-09-2018,3,0,9,0,1,1,2,20.158347,23.9256,71.8333,12.708225,1434,3077,4511,19.7991805,0,3,1,0,0.0
261,18-09-2018,3,0,9,0,2,1,1,20.8075,24.52685,69.5,11.958361,1353,2921,4274,20.46,0,3,1,0,0.0
262,19-09-2018,3,0,9,0,3,1,2,22.515847,26.48375,69.0,10.166714,691,3848,4539,22.170847000000002,0,3,1,0,0.0
263,20-09-2018,3,0,9,0,4,1,2,23.028347,26.61085,88.125,9.041918,438,3203,3641,22.587722,0,3,1,0,0.0
264,21-09-2018,3,0,9,0,5,1,2,24.395,27.52665,90.0,6.4590814,539,3813,4352,23.945,0,3,1,0,0.0
265,22-09-2018,3,0,9,0,6,0,2,25.761653,27.74815,90.2083,8.584375,555,4240,4795,25.3106115,1,3,1,0,0.0
266,23-09-2018,4,0,9,0,0,0,2,24.975847,26.10625,97.25,5.2505689,258,2137,2395,24.489597000000003,1,3,0,0,0.0
267,24-09-2018,4,0,9,0,1,1,2,24.873347,28.2206,86.25,5.2516811,1776,3647,5423,24.442097,0,3,0,0,0.0
268,25-09-2018,4,0,9,0,2,1,2,26.000847,28.63185,84.5,3.3754064,1544,3466,5010,25.578347,0,3,0,0,0.0
269,26-09-2018,4,0,9,0,3,1,2,26.615847,29.4521,84.8333,7.4169,684,3946,4630,26.1916805,0,3,0,0,0.0
270,27-09-2018,4,0,9,0,4,1,2,26.103347,28.72625,88.5417,7.917457,477,3643,4120,25.6606385,0,3,0,0,0.0
271,28-09-2018,4,0,9,0,5,1,2,26.035,28.7579,84.875,9.958143,480,3427,3907,25.610625,0,3,0,0,0.0
272,29-09-2018,4,0,9,0,6,0,1,25.283347,28.7256,69.9167,11.583161,653,4186,4839,24.933763499999998,1,3,0,0,0.0
273,30-09-2018,4,0,9,0,0,0,1,23.130847,27.24145,64.75,13.833825,830,4372,5202,22.807097,1,3,0,0,0.0
274,01-10-2018,4,0,10,0,1,1,2,16.81,20.64315,75.375,19.583832,480,1949,2429,16.433125,0,4,0,0,0.0
275,02-10-2018,4,0,10,0,2,1,2,14.623347,17.26585,79.1667,14.874871,616,2302,2918,14.2275135,0,4,0,0,0.0
276,03-10-2018,4,0,10,0,3,1,2,15.750847,19.6023,76.0833,5.5841686,330,3240,3570,15.3704305,0,4,0,0,0.0
277,04-10-2018,4,0,10,0,4,1,1,19.850847,23.6429,71.0,13.792218,486,3970,4456,19.495847,0,4,0,0,0.0
278,05-10-2018,4,0,10,0,5,1,1,22.071653,26.3569,64.7917,11.87575,559,4267,4826,21.7476945,0,4,0,0,0.0
279,06-10-2018,4,0,10,0,6,0,1,20.260847,24.02125,62.0833,9.041918,639,4126,4765,19.9504305,1,4,0,0,0.0
280,07-10-2018,4,0,10,0,0,0,1,20.944153,25.2202,68.4167,1.5002439,949,4036,4985,20.6020695,1,4,0,0,0.0
281,08-10-2018,4,0,10,0,1,1,1,21.388347,25.6621,70.125,3.0420814,2235,3174,5409,21.037722,0,4,0,0,0.0
282,09-10-2018,4,0,10,0,2,1,1,22.174153,26.19915,72.75,4.25115,2397,3114,5511,21.810403,0,4,0,0,0.0
283,10-10-2018,4,0,10,1,3,0,1,23.404153,27.14625,73.375,2.8343814,1514,3603,5117,23.037278,0,4,0,0,0.0
284,11-10-2018,4,0,10,0,4,1,2,23.233347,27.3048,80.875,9.583814,667,3896,4563,22.828971999999997,0,4,0,0,0.0
285,12-10-2018,4,0,10,0,5,1,3,22.276653,25.88585,90.625,16.62605,217,2199,2416,21.823528,0,4,0,1,0.0
286,13-10-2018,4,0,10,0,6,0,2,24.155847,27.5902,89.6667,9.499729,290,2623,2913,23.7075135,1,4,0,0,0.0
287,14-10-2018,4,0,10,0,0,0,2,22.584153,26.48375,71.625,15.000161,529,3115,3644,22.226028,1,4,0,0,0.0
288,15-10-2018,4,0,10,0,1,1,1,20.773347,24.93625,48.3333,17.291561,1899,3318,5217,20.5316805,0,4,0,0,0.0
289,16-10-2018,4,0,10,0,2,1,1,20.978347,25.1577,48.6667,18.875039,1748,3293,5041,20.7350135,0,4,0,0,0.0
290,17-10-2018,4,0,10,0,3,1,1,21.900847,25.53625,57.9583,11.750393,713,3857,4570,21.6110555,0,4,0,0,0.0
291,18-10-2018,4,0,10,0,4,1,2,21.8325,26.13605,70.1667,7.375829,637,4111,4748,21.4816665,0,4,0,0,0.0
292,19-10-2018,4,0,10,0,5,1,3,22.211299,25.6924,89.5217,16.303713,254,2170,2424,21.7636905,0,4,0,1,0.0
293,20-10-2018,4,0,10,0,6,0,1,19.509153,23.32625,63.625,28.292425,471,3724,4195,19.191028000000003,1,4,0,0,0.0
294,21-10-2018,4,0,10,0,0,0,1,17.5275,21.1798,57.4167,14.833532,676,3628,4304,17.2404165,1,4,0,0,0.0
295,22-10-2018,4,0,10,0,1,1,1,17.3225,21.2746,62.9167,6.2086689,1499,2809,4308,17.0079165,0,4,0,0,0.0
296,23-10-2018,4,0,10,0,2,1,1,17.288347,21.11665,74.125,6.6673375,1619,2762,4381,16.917722,0,4,0,0,0.0
297,24-10-2018,4,0,10,0,3,1,1,18.996653,22.85335,77.2083,7.959064,699,3488,4187,18.610611499999997,0,4,0,0,0.0
298,25-10-2018,4,0,10,0,4,1,1,19.338347,23.16875,62.2917,11.166086,695,3992,4687,19.0268885,0,4,0,0,0.0
299,26-10-2018,4,0,10,0,5,1,2,19.850847,23.6423,72.0417,9.959014,404,3490,3894,19.490638500000003,0,4,0,0,0.0
300,27-10-2018,4,0,10,0,6,0,2,19.27,22.8523,81.2917,13.250121,240,2419,2659,18.8635415,1,4,0,0,0.0
301,28-10-2018,4,0,10,0,0,0,2,13.564153,15.9406,58.5833,15.375093,456,3291,3747,13.271236499999999,1,4,0,0,0.0
302,29-10-2018,4,0,10,0,1,1,3,10.420847,11.39565,88.25,23.541857,57,570,627,9.979597,0,4,0,1,0.0
303,30-10-2018,4,0,10,0,2,1,1,13.085847,16.06645,62.375,11.833339,885,2446,3331,12.773971999999999,0,4,0,0,0.0
304,31-10-2018,4,0,10,0,3,1,1,13.94,17.80315,70.3333,7.12545,362,3307,3669,13.5883335,0,4,0,0,0.0
305,01-11-2018,4,0,11,0,4,1,1,16.434153,19.8544,68.375,9.083257,410,3658,4068,16.092277999999997,0,4,0,0,0.0
306,02-11-2018,4,0,11,0,5,1,1,15.4775,19.50665,71.875,5.5001439,370,3816,4186,15.118125,0,4,0,0,0.0
307,03-11-2018,4,0,11,0,6,0,1,16.741653,20.29605,70.2083,9.166739,318,3656,3974,16.3906115,1,4,0,0,0.0
308,04-11-2018,4,0,11,0,0,0,2,16.536653,20.1696,62.25,18.209193,470,3576,4046,16.225403,1,4,0,0,0.0
309,05-11-2018,4,0,11,0,1,1,1,13.393347,16.1927,51.9167,12.667154,1156,2770,3926,13.1337635,0,4,0,0,0.0
310,06-11-2018,4,0,11,0,2,1,1,14.281653,18.1179,73.4583,6.1676314,952,2697,3649,13.9143615,0,4,0,0,0.0
311,07-11-2018,4,0,11,0,3,1,1,16.195,20.04355,75.875,3.834075,373,3662,4035,15.815625,0,4,0,0,0.0
312,08-11-2018,4,0,11,0,4,1,1,16.741653,20.6123,72.1667,4.6255125,376,3829,4205,16.3808195,0,4,0,0,0.0
313,09-11-2018,4,0,11,0,5,1,1,16.4,20.45395,75.8333,4.1671186,305,3804,4109,16.0208335,0,4,0,0,0.0
314,10-11-2018,4,0,11,0,6,0,2,15.58,18.68605,81.3333,12.667489,190,2743,2933,15.1733335,1,4,0,0,0.0
315,11-11-2018,4,0,11,1,0,0,1,13.290847,15.34085,44.625,21.083225,440,2928,3368,13.067722,1,4,0,0,0.0
316,12-11-2018,4,0,11,0,1,1,1,14.623347,17.8971,55.2917,14.208154,1275,2792,4067,14.3468885,0,4,0,0,0.0
317,13-11-2018,4,0,11,0,2,1,1,18.074153,21.5275,45.8333,18.875307,1004,2713,3717,17.844986499999997,0,4,0,0,0.0
318,14-11-2018,4,0,11,0,3,1,1,21.73,26.2306,58.7083,20.541932,595,3891,4486,21.4364585,0,4,0,0,0.0
319,15-11-2018,4,0,11,0,4,1,2,21.73,25.37895,68.875,13.375411,449,3746,4195,21.385625,0,4,0,0,0.0
320,16-11-2018,4,0,11,0,5,1,3,18.723347,22.5994,93.0,9.167543,145,1672,1817,18.258347,0,4,0,1,0.0
321,17-11-2018,4,0,11,0,6,0,2,14.008347,16.16105,57.5833,20.459254,139,2914,3053,13.7204305,1,4,0,0,0.0
322,18-11-2018,4,0,11,0,0,0,1,11.240847,13.63605,41.0,11.291711,245,3147,3392,11.035847,1,4,0,0,0.0
323,19-11-2018,4,0,11,0,1,1,1,13.495847,16.22415,50.2083,15.041232,943,2720,3663,13.2448055,0,4,0,0,0.0
324,20-11-2018,4,0,11,0,2,1,2,18.996653,22.8529,68.4583,12.45865,787,2733,3520,18.6543615,0,4,0,0,0.0
325,21-11-2018,4,0,11,0,3,1,3,18.3475,22.2531,91.0,9.249618,220,2545,2765,17.892500000000002,0,4,0,1,0.0
326,22-11-2018,4,0,11,0,4,1,3,17.083347,21.0848,96.25,7.959064,69,1538,1607,16.602097,0,4,0,1,0.0
327,23-11-2018,4,0,11,0,5,1,2,18.074153,21.52685,75.7917,22.500275,112,2454,2566,17.6951945,0,4,0,0,0.0
328,24-11-2018,4,0,11,1,6,0,1,15.306653,18.62355,54.9167,11.209368,560,935,1495,15.0320695,1,4,0,0,0.0
329,25-11-2018,4,0,11,0,0,0,1,15.375,19.03355,64.375,6.6260186,1095,1697,2792,15.053125,1,4,0,0,0.0
330,26-11-2018,4,0,11,0,1,1,1,15.409153,19.25435,68.1667,4.5841936,1249,1819,3068,15.0683195,0,4,0,0,0.0
331,27-11-2018,4,0,11,0,2,1,1,18.825847,22.79,69.8333,13.999918,810,2261,3071,18.4766805,0,4,0,0,0.0
332,28-11-2018,4,0,11,0,3,1,1,20.642598,24.5061,74.3043,9.522174,253,3614,3867,20.2710765,0,4,0,0,0.0
333,29-11-2018,4,0,11,0,4,1,2,18.791653,22.56875,83.0833,17.292164,96,2818,2914,18.3762365,0,4,0,0,0.0
334,30-11-2018,4,0,11,0,5,1,1,13.325,15.56105,61.3333,18.167586,188,3425,3613,13.018333499999999,0,4,0,0,0.0
335,01-12-2018,4,0,12,0,6,0,1,12.8125,15.2777,52.4583,14.750586,182,3545,3727,12.5502085,1,4,0,0,0.0
336,02-12-2018,4,0,12,0,0,0,1,12.880847,16.57165,62.5833,6.750518,268,3672,3940,12.5679305,1,4,0,0,0.0
337,03-12-2018,4,0,12,0,1,1,1,12.265847,15.5302,61.2917,6.4174811,706,2908,3614,11.959388500000001,0,4,0,0,0.0
338,04-12-2018,4,0,12,0,2,1,1,13.564153,17.455,77.5833,5.6252061,634,2851,3485,13.1762365,0,4,0,0,0.0
339,05-12-2018,4,0,12,0,3,1,2,15.819153,19.69625,82.7083,4.1679561,233,3578,3811,15.405611500000001,0,4,0,0,0.0
340,06-12-2018,4,0,12,0,4,1,3,18.9625,22.82,94.9583,15.583061,126,2468,2594,18.4877085,0,4,0,1,0.0
341,07-12-2018,4,0,12,0,5,1,3,16.81,20.0123,97.0417,17.833725,50,655,705,16.3247915,0,4,0,1,0.0
342,08-12-2018,4,0,12,0,6,0,1,10.899153,12.8469,58.0,16.083886,150,3172,3322,10.609153000000001,1,4,0,0,0.0
343,09-12-2018,4,0,12,0,0,0,1,11.924153,15.8771,69.5833,5.5420189,261,3359,3620,11.5762365,1,4,0,0,0.0
344,10-12-2018,4,0,12,0,1,1,1,11.275,13.3206,50.75,15.625807,502,2688,3190,11.02125,0,4,0,0,0.0
345,11-12-2018,4,0,12,0,2,1,1,9.054153,12.6577,49.0,4.4582939,377,2366,2743,8.809153,0,4,0,0,0.0
346,12-12-2018,4,0,12,0,3,1,1,9.771653,13.5098,67.0833,4.25115,143,3167,3310,9.436236500000001,0,4,0,0,0.0
347,13-12-2018,4,0,12,0,4,1,1,11.5825,15.0569,59.0,9.41685,155,3368,3523,11.2875,0,4,0,0,0.0
348,14-12-2018,4,0,12,0,5,1,2,13.0175,16.9181,66.375,4.0842061,178,3562,3740,12.685625,0,4,0,0,0.0
349,15-12-2018,4,0,12,0,6,0,2,17.3225,20.61185,63.4167,17.958814,181,3528,3709,17.005416500000003,1,4,0,0,0.0
350,16-12-2018,4,0,12,0,0,0,2,15.375,17.99125,50.0417,17.458525,178,3399,3577,15.1247915,1,4,0,0,0.0
351,17-12-2018,4,0,12,0,1,1,2,10.591653,12.46855,56.0833,16.292189,275,2464,2739,10.311236500000001,0,4,0,0,0.0
352,18-12-2018,4,0,12,0,2,1,1,9.771653,12.27895,58.625,11.375193,220,2211,2431,9.478528,0,4,0,0,0.0
353,19-12-2018,4,0,12,0,3,1,1,11.343347,14.04665,63.75,11.584032,260,3143,3403,11.024597,0,4,0,0,0.0
354,20-12-2018,4,0,12,0,4,1,2,15.819153,19.8227,59.5417,4.1252436,216,3534,3750,15.5214445,0,4,0,0,0.0
355,21-12-2018,1,0,12,0,5,1,2,17.561653,21.40085,85.8333,14.8338,107,2553,2660,17.1324865,0,4,0,0,0.0
356,22-12-2018,1,0,12,0,6,0,2,17.356653,21.30605,75.75,3.167425,227,2841,3068,16.977903,1,4,0,0,0.0
357,23-12-2018,1,0,12,0,0,0,1,15.306653,18.87565,68.625,18.374482,163,2046,2209,14.963528,1,4,0,0,0.0
358,24-12-2018,1,0,12,0,1,1,1,12.4025,14.9621,54.25,12.750368,155,856,1011,12.13125,0,4,0,0,0.0
359,25-12-2018,1,0,12,0,2,1,1,11.266103,13.99805,68.1304,10.391097,303,451,754,10.925450999999999,0,4,0,0,0.0
360,26-12-2018,1,0,12,1,3,0,1,13.191299,15.77675,50.6957,16.044155,430,887,1317,12.9378205,0,4,0,0,0.0
361,27-12-2018,1,0,12,0,4,1,2,13.325,16.38165,76.25,12.62615,103,1059,1162,12.94375,0,4,0,0,0.0
362,28-12-2018,1,0,12,0,5,1,1,12.26433,13.9987,50.3913,19.695387,255,2047,2302,12.012373499999999,0,4,0,0,0.0
363,29-12-2018,1,0,12,0,6,0,1,10.181653,13.1946,57.4167,8.000604,254,2169,2423,9.894569500000001,1,4,0,0,0.0
364,30-12-2018,1,0,12,0,0,0,1,12.778347,15.9406,63.6667,9.000579,491,2508,2999,12.4600135,1,4,0,0,0.0
365,31-12-2018,1,0,12,0,1,1,1,16.81,20.70605,61.5833,14.750318,665,1820,2485,16.502083499999998,0,4,0,0,0.0
366,01-01-2019,1,1,1,0,2,1,1,15.17,18.78105,69.25,12.875189,686,1608,2294,14.82375,0,1,0,0,15.17
367,02-01-2019,1,1,1,1,3,0,1,11.194763,12.6152,38.1304,22.087555,244,1707,1951,11.004111,0,1,0,0,11.194763
368,03-01-2019,1,1,1,0,4,1,1,6.15,6.31375,44.125,24.499957,89,2147,2236,5.929375,0,1,0,0,6.15
369,04-01-2019,1,1,1,0,5,1,2,4.4075,5.96685,41.4583,12.3749,95,2273,2368,4.2002085,0,1,0,0,4.4075
370,05-01-2019,1,1,1,0,6,0,1,10.899153,13.9206,52.4167,8.709129,140,3132,3272,10.6370695,1,1,0,0,10.899153
371,06-01-2019,1,1,1,0,0,0,1,13.700847,17.01335,54.2083,11.249836,307,3791,4098,13.429805499999999,1,1,0,0,13.700847
372,07-01-2019,1,1,1,0,1,1,1,16.126653,19.53895,53.1667,11.708786,1070,3451,4521,15.860819500000002,0,1,0,0,16.126653
373,08-01-2019,1,1,1,0,2,1,1,13.8375,17.0129,46.5,12.833314,599,2826,3425,13.605,0,1,0,0,13.8375
374,09-01-2019,1,1,1,0,3,1,2,9.190847,12.37395,70.1667,6.6263,106,2270,2376,8.8400135,0,1,0,0,9.190847
375,10-01-2019,1,1,1,0,4,1,1,12.656536,15.9413,64.6522,12.565984,173,3425,3598,12.333274999999999,0,1,0,0,12.656536
376,11-01-2019,1,1,1,0,5,1,2,11.240847,14.14105,84.75,8.791807,92,2085,2177,10.817097,0,1,0,0,11.240847
377,12-01-2019,1,1,1,0,6,0,2,15.6825,19.0969,80.2917,12.124789,269,3828,4097,15.281041499999999,1,1,0,0,15.6825
378,13-01-2019,1,1,1,0,0,0,1,11.240847,12.4681,50.75,25.333236,174,3040,3214,10.987097,1,1,0,0,11.240847
379,14-01-2019,1,1,1,0,1,1,1,7.38,9.15435,45.75,12.541261,333,2160,2493,7.15125,0,1,0,0,7.38
380,15-01-2019,1,1,1,0,2,1,1,6.833347,8.08125,41.9167,16.834286,284,2027,2311,6.6237635,0,1,0,0,6.833347
381,16-01-2019,1,1,1,1,3,0,1,7.79,9.53315,52.25,15.500986,217,2081,2298,7.5287500000000005,0,1,0,0,7.79
382,17-01-2019,1,1,1,0,4,1,2,15.294763,18.2139,71.6087,23.39171,127,2808,2935,14.936719499999999,0,1,0,0,15.294763
383,18-01-2019,1,1,1,0,5,1,1,12.436653,13.7627,44.3333,27.833743,109,3267,3376,12.2149865,0,1,0,0,12.436653
384,19-01-2019,1,1,1,0,6,0,1,7.79,9.5019,49.75,14.750586,130,3162,3292,7.54125,1,1,0,0,7.79
385,20-01-2019,1,1,1,0,0,0,2,8.9175,11.0479,45.0,13.58425,115,3048,3163,8.6925,1,1,0,0,8.9175
386,21-01-2019,1,1,1,0,1,1,2,7.106653,8.74375,83.125,14.917014,67,1234,1301,6.691027999999999,0,1,0,0,7.106653
387,22-01-2019,1,1,1,0,2,1,2,6.6625,8.1125,79.625,13.375746,196,1781,1977,6.264374999999999,0,1,0,0,6.6625
388,23-01-2019,1,1,1,0,3,1,2,8.951653,12.1529,91.125,7.417436,145,2287,2432,8.496028,0,1,0,0,8.951653
389,24-01-2019,1,1,1,0,4,1,1,14.0425,17.4554,83.5833,8.292389,439,3900,4339,13.6245835,0,1,0,0,14.0425
390,25-01-2019,1,1,1,0,5,1,1,12.060847,14.74105,64.375,10.791757,467,3803,4270,11.738972,0,1,0,0,12.060847
391,26-01-2019,1,1,1,0,6,0,2,14.008347,17.8025,76.9583,4.9175186,244,3831,4075,13.6235555,1,1,0,0,14.008347
392,27-01-2019,1,1,1,0,0,0,2,17.425,20.76915,74.125,22.958689,269,3187,3456,17.054375,1,1,0,0,17.425
393,28-01-2019,1,1,1,0,1,1,1,12.949153,16.31895,54.3333,14.125543,775,3248,4023,12.6774865,0,1,0,0,12.949153
394,29-01-2019,1,1,1,0,2,1,1,11.5825,13.63605,31.125,16.08335,558,2685,3243,11.426874999999999,0,1,0,0,11.5825
395,30-01-2019,1,1,1,0,3,1,1,11.035847,13.13125,40.0833,14.458064,126,3498,3624,10.835430500000001,0,1,0,0,11.035847
396,31-01-2019,1,1,1,0,4,1,1,15.99,19.06585,41.6667,17.541739,324,4185,4509,15.7816665,0,1,0,0,15.99
397,01-02-2019,1,1,2,0,5,1,1,19.235847,23.3269,50.7917,12.667489,304,4275,4579,18.9818885,0,1,0,0,19.235847
398,02-02-2019,1,1,2,0,6,0,2,16.365847,19.94855,67.2917,12.541529,190,3571,3761,16.0293885,1,1,0,0,16.365847
399,03-02-2019,1,1,2,0,0,0,1,12.846653,15.4673,52.6667,11.959232,310,3841,4151,12.5833195,1,1,0,0,12.846653
400,04-02-2019,1,1,2,0,1,1,2,10.830847,13.63625,77.9583,8.167032,384,2448,2832,10.441055500000001,0,1,0,0,10.830847
401,05-02-2019,1,1,2,0,2,1,2,10.899153,13.22605,68.7917,11.791732,318,2629,2947,10.5551945,0,1,0,0,10.899153
